taxon.name	variable	type	covariate	posterior.prob.neg.slope	standard.linear.model	in.95CI	mean	median	sd	mad	q2.5	q97.5	rhat	ess bulk	ess tail
Cardamine concatenata	slope	first onset (Ok1): N=500	Year	0.01625			0.0429504748034	0.04283405	0.0198039329845877	0.01927654281	0.0044382735	0.0826922325	1.00040776212581	2655.50235616281	2594.63960492472
Cardamine concatenata	slope	first onset (Ok1): N=500	AnnualMonthlyAverageTemp	0.9915			-2.6925151783275	-2.67656	1.10562982664268	1.079229018	-4.882217	-0.5454393	1.0004457904711	2477.52310478028	2562.24023929018
Cardamine concatenata	slope	first onset (Ok1): N=500	FirstQuarterMonthlyAverageTemp	0.94325			-0.6687233586675	-0.6610445	0.430765562268621	0.4398384942	-1.51380275	0.162923775	1.00229568250413	3377.26637056246	2712.02703738932
Cardamine concatenata	slope	last cessation (CkN): N=500	SpringMonthlyAverageTemp	0.99975			-3.225528722	-3.22009	0.831459024575217	0.846401514	-4.80732825	-1.60068425	1.00089160706091	4056.02167165653	2967.29193136944
Cardamine concatenata	slope	last cessation (CkN): N=500	Latitude	0.10325			1.061111400395	1.06166	0.838678920781251	0.849255519	-0.622725125	2.654905	1.0006910202763	3451.96274718211	3122.16288735605
Cardamine concatenata	slope	last cessation (CkN): N=500	Elevation	0.51			-0.0002692067903425	-0.000176553	0.00731735436714421	0.007271344983	-0.014748675	0.01450469	1.00048574011302	4405.21487054561	2911.24197891978
Cardamine concatenata	slope	last cessation (CkN): N=500	Year	0.994			-0.051146169883	-0.0515413	0.0211964142083508	0.02112104547	-0.093794345	-0.010312685	1.00131555365984	3878.86238028623	2645.29171887107
Cardamine concatenata	slope	last cessation (CkN): N=500	AnnualMonthlyAverageTemp	0.00175			3.433784700675	3.444935	1.17969778093552	1.171202109	1.0789735	5.72761225	1.00208326973823	3050.88055185536	2569.44365682428
Cardamine concatenata	slope	last cessation (CkN): N=500	FirstQuarterMonthlyAverageTemp	1			-2.82874096	-2.81951	0.475233119083673	0.476314902	-3.76525875	-1.91566725	1.00103612094165	3826.47033582507	2828.02530683221
Cardamine concatenata	sigma						8.9351638475	8.91795	0.617694531442132	0.630868539	7.747738	10.1735775	1.00056478554481	3938.20181042475	3254.49447968493
Claytonia virginica	anchor	onset (O)					98.378031475	98.3781	0.383294133042668	0.379767990000008	97.63227	99.1461225	1.00041704179268	4327.43831656908	2536.36478388267
Claytonia virginica	anchor	duration (D)					23.7255009	23.725	0.324162725428648	0.32787699	23.10846	24.3663325	1.00056746604296	4446.08352689768	2767.69145578319
Claytonia virginica	anchor	cessation (C)					122.10353275	122.1035	0.441027163752109	0.451451699999985	121.232975	122.966025	0.999895610012415	4148.58835427857	3160.61719590556
Claytonia virginica	anchor	observed (T)					110.24079075	110.238	0.380055174873892	0.382510799999993	109.503925	110.979	1.00022949737986	4141.65046475015	2713.88886469783
Claytonia virginica	anchor	first onset (Ok1): N=500					67.852298325	67.8582	1.4247753698174	1.4707392	64.970595	70.5065725	1.00287796291196	5055.31863732742	3242.72546485311
Claytonia virginica	anchor	last cessation (CkN): N=500					152.62926875	152.629	1.20222226797662	1.19719950000001	150.314875	155.076275	1.0015120084156	4939.57533325416	3263.31255296375
Claytonia virginica	intercept	onset (O)					339.3682775	339.3925	31.3560012763746	30.9589119	277.354725	401.292975	1.00057487048815	3972.03150047783	2572.07994851393
Claytonia virginica	intercept	duration (D)					3.0888075117	3.111085	26.5763572059048	26.232924249	-50.2513725	56.6170875	1.00070811120707	4562.07929740338	3078.84006451539
Claytonia virginica	intercept	cessation (C)					342.45708675	342.622	33.892321975308	33.3117980999999	275.3415	410.80615	0.999732469342175	5360.41759643003	2430.38395162719
Claytonia virginica	intercept	observed (T)			312.154229192587	TRUE	340.91268775	341.0335	29.8222794444114	28.9759344	281.15985	400.16105	0.999960850714799	4796.44998322721	2593.35055364909
Claytonia virginica	intercept	first onset (Ok1): N=500					308.842544	308.907	31.2606905153331	30.6979743	247.258875	370.450425	1.00060039149805	3997.49624798683	2623.47635043717
Claytonia virginica	intercept	last cessation (CkN): N=500					372.982826	373.075	34.0642324435355	33.4711776	305.7463	441.226175	0.999828029864158	5320.64638169005	2430.98934712526
Claytonia virginica	slope	onset (O)	SpringMonthlyAverageTemp	1			-3.62685529	-3.62236	0.410957882133301	0.409990791	-4.424879	-2.81798975	0.999951964635436	3851.26257585339	2829.71877848545
Claytonia virginica	slope	onset (O)	Latitude	0.99675			-1.3998053880225	-1.397215	0.532420930117089	0.529429047	-2.44115825	-0.376236125	1.00069642107832	2866.83507069903	2705.72841506507
Claytonia virginica	slope	onset (O)	Elevation	0.90225			-0.00534158692541	-0.005391675	0.00407715328250828	0.003986741052	-0.0134077625	0.00279282575	1.00084247301099	3091.42034390278	3110.33120053197
Claytonia virginica	slope	onset (O)	Year	1			-0.0664816185	-0.06663555	0.012124242646183	0.01219090089	-0.08999829	-0.0429153525	1.00045246933354	4014.92085855419	3310.48365091674
Claytonia virginica	slope	onset (O)	AnnualMonthlyAverageTemp	0.9225			-1.05038092314625	-1.031615	0.751746807241037	0.733264308	-2.547428	0.374411875	0.999808450987876	1967.59364881086	2362.09281332096
Claytonia virginica	slope	onset (O)	FirstQuarterMonthlyAverageTemp	1			-1.60935202225	-1.612035	0.274244418181624	0.272412924	-2.14891075	-1.0707585	0.999776145909124	2807.4358978429	2720.41788682358
Claytonia virginica	slope	duration (D)	SpringMonthlyAverageTemp	0			2.18413647575	2.189345	0.344412245280858	0.346802379	1.497162	2.846837	1.0016501580944	3888.99718193708	3305.76150226169
Claytonia virginica	slope	duration (D)	Latitude	0.00025			1.4411167666575	1.43501	0.460148357443816	0.457812054	0.537861575	2.353718	1.0011835198339	2431.56781411667	2988.75727653209
Claytonia virginica	slope	duration (D)	Elevation	1			-0.0219342568575	-0.0219583	0.0033576297173502	0.00339322662	-0.0284109825	-0.01529736	1.00065169717949	2330.66022819999	2717.84362898995
Claytonia virginica	slope	duration (D)	Year	0.82975			-0.009679280263155	-0.00957075	0.0102078615565444	0.010324581771	-0.029423595	0.01064321	1.00007550270017	3991.16852507892	2987.08219703628
Claytonia virginica	slope	duration (D)	AnnualMonthlyAverageTemp	1			-3.4181116375	-3.43721	0.654719554359199	0.661736271000001	-4.650172	-2.131763	1.00157675858959	2053.23315512958	2743.80804888192
Claytonia virginica	slope	duration (D)	FirstQuarterMonthlyAverageTemp	0			1.9019382675	1.903705	0.230849789916949	0.226103913	1.4205145	2.345602	1.00098174235173	3325.10870135942	2718.49063462828
Claytonia virginica	slope	cessation (C)	SpringMonthlyAverageTemp	0.9995			-1.4427188024	-1.444675	0.46833426444049	0.465469683	-2.368815	-0.51952305	1.0005897443628	4753.13062904085	3209.26294014278
Claytonia virginica	slope	cessation (C)	Latitude	0.46725			0.04131133681825	0.0505862	0.595343453237818	0.5907953436	-1.1323765	1.1878355	1.0005747602306	4456.2474608756	3023.83545426313
Claytonia virginica	slope	cessation (C)	Elevation	1			-0.02727584455	-0.0273452	0.00453983518779629	0.00452978778	-0.0359205825	-0.018444695	1.00014743678742	3704.33940070179	3048.48241099558
Claytonia virginica	slope	cessation (C)	Year	1			-0.076160899125	-0.07634685	0.0129376349381635	0.01286711475	-0.10127545	-0.050766865	0.999374889867259	5373.42232796677	2750.35168088619
Claytonia virginica	slope	cessation (C)	AnnualMonthlyAverageTemp	1			-4.4684924875	-4.47479	0.846179925019031	0.848195459999999	-6.097575	-2.7772015	1.00130040644443	2943.36531795172	2850.66155305653
Claytonia virginica	slope	cessation (C)	FirstQuarterMonthlyAverageTemp	0.177			0.29258621376325	0.291329	0.306194161001488	0.30450632142	-0.291342525	0.904622575	1.00006032695142	4268.50981133806	2896.02938410152
Claytonia virginica	slope	observed times (T)	SpringMonthlyAverageTemp	1	-2.53005430555205	TRUE	-2.5347870175	-2.531525	0.405532664722731	0.406136031	-3.33434625	-1.748511	1.00002401248519	4493.21400662291	2914.44152931888
Claytonia virginica	slope	observed times (T)	Latitude	0.9005	-0.115695381789296	TRUE	-0.6792470056415	-0.6777445	0.515770079465765	0.5087401053	-1.70067425	0.290589075	1.00022090514468	3746.64040116685	2909.29311261568
Claytonia virginica	slope	observed times (T)	Elevation	1	-0.015553934704788	TRUE	-0.0163087154075	-0.0163247	0.0039746980006651	0.00390635448	-0.0238919575	-0.00844168875	1.0006648920513	3867.1691258283	3302.16029482149
Claytonia virginica	slope	observed times (T)	Year	1	-0.0701083255651264	TRUE	-0.071321258925	-0.07128505	0.0114516253874109	0.01143351468	-0.09330755	-0.0480504475	1.00010988874927	4747.42741458751	3364.53941231885
Claytonia virginica	slope	observed times (T)	AnnualMonthlyAverageTemp	1	-2.14438065254035	TRUE	-2.75943663075	-2.74859	0.730347537390899	0.723783081	-4.1694175	-1.36288025	1.00067701234028	2501.85477325532	2565.98372728964
Claytonia virginica	slope	observed times (T)	FirstQuarterMonthlyAverageTemp	0.99425	-0.634613084655825	TRUE	-0.6583829416725	-0.6578265	0.266757438747363	0.2700578139	-1.1696605	-0.125063725	1.00144991146282	3492.12506860899	2743.53124944563
Claytonia virginica	slope	first onset (Ok1): N=500	SpringMonthlyAverageTemp	1			-3.62685529	-3.62236	0.410957882133301	0.409990791	-4.424879	-2.81798975	0.999951964635436	3851.26257585339	2829.71877848545
Claytonia virginica	slope	first onset (Ok1): N=500	Latitude	0.99675			-1.3998053880225	-1.397215	0.532420930117089	0.529429047	-2.44115825	-0.376236125	1.00069642107832	2866.83507069903	2705.72841506507
Claytonia virginica	slope	first onset (Ok1): N=500	Elevation	0.90225			-0.00534158692541	-0.005391675	0.00407715328250828	0.003986741052	-0.0134077625	0.00279282575	1.00084247301099	3091.42034390278	3110.33120053197
Claytonia virginica	slope	first onset (Ok1): N=500	Year	1			-0.0664816185	-0.06663555	0.012124242646183	0.01219090089	-0.08999829	-0.0429153525	1.00045246933354	4014.92085855419	3310.48365091674
Claytonia virginica	slope	first onset (Ok1): N=500	AnnualMonthlyAverageTemp	0.9225			-1.05038092314625	-1.031615	0.751746807241037	0.733264308	-2.547428	0.374411875	0.999808450987876	1967.59364881086	2362.09281332096
Claytonia virginica	slope	first onset (Ok1): N=500	FirstQuarterMonthlyAverageTemp	1			-1.60935202225	-1.612035	0.274244418181624	0.272412924	-2.14891075	-1.0707585	0.999776145909124	2807.4358978429	2720.41788682358
Claytonia virginica	slope	last cessation (CkN): N=500	SpringMonthlyAverageTemp	0.9995			-1.4427188024	-1.444675	0.46833426444049	0.465469683	-2.368815	-0.51952305	1.0005897443628	4753.13062904085	3209.26294014278
Claytonia virginica	slope	last cessation (CkN): N=500	Latitude	0.46725			0.04131133681825	0.0505862	0.595343453237818	0.5907953436	-1.1323765	1.1878355	1.0005747602306	4456.2474608756	3023.83545426313
Claytonia virginica	slope	last cessation (CkN): N=500	Elevation	1			-0.02727584455	-0.0273452	0.00453983518779629	0.00452978778	-0.0359205825	-0.018444695	1.00014743678742	3704.33940070179	3048.48241099558
Claytonia virginica	slope	last cessation (CkN): N=500	Year	1			-0.076160899125	-0.07634685	0.0129376349381635	0.01286711475	-0.10127545	-0.050766865	0.999374889867259	5373.42232796677	2750.35168088619
Claytonia virginica	slope	last cessation (CkN): N=500	AnnualMonthlyAverageTemp	1			-4.4684924875	-4.47479	0.846179925019031	0.848195459999999	-6.097575	-2.7772015	1.00130040644443	2943.36531795172	2850.66155305653
Claytonia virginica	slope	last cessation (CkN): N=500	FirstQuarterMonthlyAverageTemp	0.177			0.29258621376325	0.291329	0.306194161001488	0.30450632142	-0.291342525	0.904622575	1.00006032695142	4268.50981133806	2896.02938410152
Claytonia virginica	sigma						10.067346365	10.06395	0.423965630910142	0.43151073	9.2748925	10.913725	1.00230997147477	4911.63312612566	3175.53986726283
Collinsia verna	anchor	onset (O)					117.335844	117.324	0.728491872477701	0.738334800000007	115.939975	118.75115	1.00177374640683	5401.94800852916	2762.8304712146
Collinsia verna	anchor	duration (D)					15.637344225	15.618	0.598135949350251	0.60052713	14.5149875	16.84759	0.999955989553005	3408.06975907443	2743.70620239386
Collinsia verna	anchor	cessation (C)					132.973195	132.9875	0.777733595687794	0.78355409999997	131.454975	134.514225	1.00070695512816	5507.96708636997	3058.29429261879
Collinsia verna	anchor	observed (T)					125.15451625	125.167	0.691622005495458	0.698304600000005	123.79895	126.499025	1.00052366752646	6099.80737324341	3033.03877642577
Collinsia verna	anchor	first onset (Ok1): N=500					94.45448895	94.54465	2.27370629026079	2.27994228000001	89.7641075	98.675895	1.0011950722191	4079.84391718958	2961.51964792641
Collinsia verna	anchor	last cessation (CkN): N=500					155.85454925	155.7725	1.97375032797052	1.93924080000001	152.22385	159.88805	1.00026156816351	4007.3730092658	3251.57147099618
Collinsia verna	intercept	onset (O)					247.119706775	247.458	64.7034259716308	64.4760501	119.766175	374.90185	1.00005158677528	3206.18956545246	3008.85936186888
Collinsia verna	intercept	duration (D)					9.841628511405	10.2948	49.7514279704715	48.98376966	-92.040175	108.9847	1.00112002664449	3658.2537870117	3179.8804691254
Collinsia verna	intercept	cessation (C)					256.961337925	257.987	67.6271744292058	68.2003413	124.985	389.1724	1.00017102719796	5451.96413494812	2822.91730072452
Collinsia verna	intercept	observed (T)			261.149019228597	TRUE	252.0405275	253.4755	61.3284780186338	61.2321213	130.774075	371.26165	0.999710225572555	4271.99808388796	3027.46227773321
Collinsia verna	intercept	first onset (Ok1): N=500					224.2383500825	224.7605	64.7758278795088	64.0527678	97.4541525	351.75885	1.00003265429971	3216.27781404542	3164.0869484662
Collinsia verna	intercept	last cessation (CkN): N=500					279.84269695	280.6855	67.6706603095204	67.9334733	147.602675	412.275675	1.0001475066079	5459.22668725974	2887.60648299992
Collinsia verna	slope	onset (O)	SpringMonthlyAverageTemp	1			-4.43148841	-4.43228	0.759694926193662	0.772901618999999	-5.92838425	-2.9916365	1.00086139069909	3627.37620509962	2997.89821937029
Collinsia verna	slope	onset (O)	Latitude	0.86225			-1.24085839990767	-1.23208	1.13620449256963	1.133418048	-3.4498635	1.01227175	1.00164744493933	2545.57073691641	3006.97335166274
Collinsia verna	slope	onset (O)	Elevation	0.0515			0.0199195244022725	0.0198689	0.0119105508742125	0.01199319618	-0.00346661475	0.043550605	1.00104413259178	2628.72901589548	2920.47286314275
Collinsia verna	slope	onset (O)	Year	0.843			-0.021546228757175	-0.02165205	0.0219996661723983	0.021758607948	-0.06531083	0.0215910625	1.00144964047917	3276.03897146181	2676.05179171791
Collinsia verna	slope	onset (O)	AnnualMonthlyAverageTemp	0.48475			0.09048079787575	0.06198975	1.45842295380949	1.4524061097	-2.78035425	3.02396325	1.00403504529507	1996.98119186932	2349.9139684492
Collinsia verna	slope	onset (O)	FirstQuarterMonthlyAverageTemp	0.0045			1.528892766325	1.527415	0.606626682205337	0.626939649	0.323902825	2.69185675	1.00215059114488	2468.70005964197	2489.90024670233
Collinsia verna	slope	duration (D)	SpringMonthlyAverageTemp	0			2.72517107	2.7201	0.501214467384556	0.492734697	1.74860025	3.728824	1.00065766687373	3679.87820041904	2879.52104165895
Collinsia verna	slope	duration (D)	Latitude	0.22475			0.585250100020825	0.591981	0.79208173718714	0.78679773228	-0.985902375	2.16401725	1.00170826191905	3326.37880524963	2764.42065186982
Collinsia verna	slope	duration (D)	Elevation	0.30775			0.0044581305011075	0.004343985	0.00858817990790797	0.008686961115	-0.011825465	0.0217810825	1.00109725086575	2811.53163837043	2932.89884239115
Collinsia verna	slope	duration (D)	Year	0.5565			-0.00236239516715	-0.00238289	0.0168524823765637	0.01658095362	-0.0356160075	0.031334325	1.00006051749908	3429.57185647203	3131.18460311341
Collinsia verna	slope	duration (D)	AnnualMonthlyAverageTemp	1			-3.69486719025	-3.69545	0.938998465120427	0.948441459	-5.49902825	-1.8344195	1.00181569048753	2536.48096688909	2723.56679803877
Collinsia verna	slope	duration (D)	FirstQuarterMonthlyAverageTemp	0.98975			-1.1718819770785	-1.175935	0.458569657438577	0.4506926088	-2.06406425	-0.250427525	1.00219535436274	3046.51169358659	2702.59971874338
Collinsia verna	slope	cessation (C)	SpringMonthlyAverageTemp	0.9845			-1.70631738271563	-1.695095	0.789974478281587	0.788009313	-3.2928365	-0.1542494	0.999941174388443	4409.39230079698	3055.96587720075
Collinsia verna	slope	cessation (C)	Latitude	0.71625			-0.65560834805025	-0.676142	1.16740495752954	1.13814769026	-2.9031705	1.64961325	1.00087197745257	4139.80439550548	2900.09633531392
Collinsia verna	slope	cessation (C)	Elevation	0.02575			0.024377654908175	0.0245412	0.0126693466710357	0.01271878062	-0.000244177224999997	0.0494424475	1.00117040031502	3225.87159625878	3124.97343165499
Collinsia verna	slope	cessation (C)	Year	0.84675			-0.023908624402475	-0.0236857	0.0232893729517676	0.022654335564	-0.0684859725	0.02213695	1.00019370326007	5214.46390388962	3175.40340063267
Collinsia verna	slope	cessation (C)	AnnualMonthlyAverageTemp	0.98975			-3.604386493425	-3.63447	1.55407438408664	1.571229828	-6.61323525	-0.460775	1.00234636787485	2709.02422193083	2528.4682598794
Collinsia verna	slope	cessation (C)	FirstQuarterMonthlyAverageTemp	0.29275			0.35701082739225	0.3630185	0.637321203047728	0.6336372945	-0.905133275	1.60729	1.00160529947958	3505.78271506996	2919.62574799361
Collinsia verna	slope	observed times (T)	SpringMonthlyAverageTemp	1	-2.35940046690713	TRUE	-3.0689029935	-3.053825	0.733344396043813	0.734650539	-4.5572645	-1.64742875	1.00035455067621	3933.31861542391	2999.28169985015
Collinsia verna	slope	observed times (T)	Latitude	0.81125	-0.0154284914433678	TRUE	-0.9482333154675	-0.9465755	1.08168801758885	1.0639056057	-3.03391475	1.1804705	1.001189095361	3087.79209546271	3046.0012160589
Collinsia verna	slope	observed times (T)	Elevation	0.029	0.0279084834774119	TRUE	0.02214858863337	0.02212235	0.0115216136801177	0.01151787462	-0.00053464895	0.044788425	1.00060001131428	2927.39034902185	3171.06024577842
Collinsia verna	slope	observed times (T)	Year	0.862	-0.049309160394488	TRUE	-0.022727426477	-0.0230094	0.0210282800088992	0.02066536836	-0.0628368575	0.018981575	1.00089572539487	4167.08655136791	3307.14352354014
Collinsia verna	slope	observed times (T)	AnnualMonthlyAverageTemp	0.88825	-1.84215502402189	TRUE	-1.75695283203	-1.8131	1.4320065608955	1.4244190695	-4.59603075	1.116234	1.00329989365151	2297.95399093508	2493.44593896723
Collinsia verna	slope	observed times (T)	FirstQuarterMonthlyAverageTemp	0.04875	0.697671137437938	TRUE	0.942951796518	0.943285	0.578373249969063	0.5938228128	-0.170082325	2.06616025	1.00209036360679	2936.43119516203	2756.29510373467
Collinsia verna	slope	first onset (Ok1): N=500	SpringMonthlyAverageTemp	1			-4.43148841	-4.43228	0.759694926193662	0.772901618999999	-5.92838425	-2.9916365	1.00086139069909	3627.37620509962	2997.89821937029
Collinsia verna	slope	first onset (Ok1): N=500	Latitude	0.86225			-1.24085839990767	-1.23208	1.13620449256963	1.133418048	-3.4498635	1.01227175	1.00164744493933	2545.57073691641	3006.97335166274
Collinsia verna	slope	first onset (Ok1): N=500	Elevation	0.0515			0.0199195244022725	0.0198689	0.0119105508742125	0.01199319618	-0.00346661475	0.043550605	1.00104413259178	2628.72901589548	2920.47286314275
Collinsia verna	slope	first onset (Ok1): N=500	Year	0.843			-0.021546228757175	-0.02165205	0.0219996661723983	0.021758607948	-0.06531083	0.0215910625	1.00144964047917	3276.03897146181	2676.05179171791
Collinsia verna	slope	first onset (Ok1): N=500	AnnualMonthlyAverageTemp	0.48475			0.09048079787575	0.06198975	1.45842295380949	1.4524061097	-2.78035425	3.02396325	1.00403504529507	1996.98119186932	2349.9139684492
Collinsia verna	slope	first onset (Ok1): N=500	FirstQuarterMonthlyAverageTemp	0.0045			1.528892766325	1.527415	0.606626682205337	0.626939649	0.323902825	2.69185675	1.00215059114488	2468.70005964197	2489.90024670233
Collinsia verna	slope	last cessation (CkN): N=500	SpringMonthlyAverageTemp	0.9845			-1.70631738271563	-1.695095	0.789974478281587	0.788009313	-3.2928365	-0.1542494	0.999941174388443	4409.39230079698	3055.96587720075
Collinsia verna	slope	last cessation (CkN): N=500	Latitude	0.71625			-0.65560834805025	-0.676142	1.16740495752954	1.13814769026	-2.9031705	1.64961325	1.00087197745257	4139.80439550548	2900.09633531392
Collinsia verna	slope	last cessation (CkN): N=500	Elevation	0.02575			0.024377654908175	0.0245412	0.0126693466710357	0.01271878062	-0.000244177224999997	0.0494424475	1.00117040031502	3225.87159625878	3124.97343165499
Collinsia verna	slope	last cessation (CkN): N=500	Year	0.84675			-0.023908624402475	-0.0236857	0.0232893729517676	0.022654335564	-0.0684859725	0.02213695	1.00019370326007	5214.46390388962	3175.40340063267
Collinsia verna	slope	last cessation (CkN): N=500	AnnualMonthlyAverageTemp	0.98975			-3.604386493425	-3.63447	1.55407438408664	1.571229828	-6.61323525	-0.460775	1.00234636787485	2709.02422193083	2528.4682598794
Collinsia verna	slope	last cessation (CkN): N=500	FirstQuarterMonthlyAverageTemp	0.29275			0.35701082739225	0.3630185	0.637321203047728	0.6336372945	-0.905133275	1.60729	1.00160529947958	3505.78271506996	2919.62574799361
Collinsia verna	sigma						7.5462403925	7.52087	0.6722327296902	0.672707510999999	6.29681825	8.9613275	1.00049072705412	3710.33889817948	2993.94929404788
Dicentra cucullaria	anchor	onset (O)					100.03662	100.037	0.394148943005456	0.391406399999994	99.247835	100.800025	1.00338256196315	4245.59022753912	2590.94562282926
Dicentra cucullaria	anchor	duration (D)					14.4508374	14.44825	0.286870539839658	0.28821744	13.906	15.0245025	1.00004330714532	3761.84372725365	2962.77564000707
Dicentra cucullaria	anchor	cessation (C)					114.48746275	114.493	0.419057599776475	0.415128000000002	113.629975	115.309025	1.00201467089883	4179.04099873855	2639.32252923696
Dicentra cucullaria	anchor	observed (T)					107.26204875	107.263	0.380659815119943	0.383252100000007	106.477	108.008	1.00290309532248	4277.32003046355	2373.84310181788
Dicentra cucullaria	anchor	first onset (Ok1): N=500					75.2712966	75.30705	1.20636241280189	1.18763672999999	72.810125	77.5178675	1.00009502689314	3998.68567204824	2730.22824289108
Dicentra cucullaria	anchor	last cessation (CkN): N=500					139.25279475	139.2345	0.985506614358409	0.989635499999943	137.416975	141.270075	0.999723940026485	3752.50048135498	2584.81883826507
Dicentra cucullaria	intercept	onset (O)					302.382971	302.2295	26.0270128593497	26.0033214000001	252.137975	353.392	1.00174141946064	5267.49442672959	2596.92052597098
Dicentra cucullaria	intercept	duration (D)					-57.4675080979	-57.517	19.1813661948029	18.86564022	-94.963885	-20.33248	0.999810790015739	5165.57191338284	3062.2868577451
Dicentra cucullaria	intercept	cessation (C)					244.91546475	244.3755	27.2460939848286	27.7564959	191.854925	299.7755	1.00053790836018	7365.83041946211	3172.13729586625
Dicentra cucullaria	intercept	observed (T)			249.059062587238	TRUE	273.64921475	273.2835	24.8575204320672	25.3368927	225.992175	322.717375	1.00192637697377	6302.4843648486	3192.30236649321
Dicentra cucullaria	intercept	first onset (Ok1): N=500					277.617632	277.411	26.0150674079299	25.8135486	227.319825	329.025275	1.00132169611799	5293.20473702047	2717.9798231134
Dicentra cucullaria	intercept	last cessation (CkN): N=500					269.68078475	268.994	27.3163161616199	27.7772523	216.95085	324.64935	1.00073455647935	7288.72289588318	3141.30838781252
Dicentra cucullaria	slope	onset (O)	SpringMonthlyAverageTemp	1			-4.12030707	-4.123165	0.394860226023195	0.395098074	-4.903497	-3.34163475	1.0010682753492	2668.30170561558	2948.33610351085
Dicentra cucullaria	slope	onset (O)	Latitude	0.99975			-0.8182936184325	-0.813726	0.267525565506633	0.2657553087	-1.3456885	-0.30541275	1.0009394760384	2742.0427239536	2865.97192328214
Dicentra cucullaria	slope	onset (O)	Elevation	0.1355			0.0024482065005845	0.002442315	0.00220699706005892	0.0022580583627	-0.00186134325	0.006708812	1.00208201658444	2419.07610803354	2824.49054792164
Dicentra cucullaria	slope	onset (O)	Year	1			-0.083431174425	-0.0833125	0.0125047119836377	0.01267949172	-0.1071703	-0.0593719575	1.00017088563215	4480.44403892591	3062.33693938272
Dicentra cucullaria	slope	onset (O)	AnnualMonthlyAverageTemp	0			3.3545237495	3.34974	0.673784737314284	0.675124149000001	2.01773675	4.6659925	1.00087213289046	1634.24397203791	1875.81924440797
Dicentra cucullaria	slope	onset (O)	FirstQuarterMonthlyAverageTemp	1			-1.64548492725	-1.642905	0.282499763687295	0.285496869	-2.20972175	-1.10997575	1.00068175046746	2298.95162625178	2362.80395777185
Dicentra cucullaria	slope	duration (D)	SpringMonthlyAverageTemp	0			1.060258966225	1.06282	0.304595575679965	0.3033911097	0.4614178	1.67149175	1.00224781087103	2941.32178934	2574.8313644508
Dicentra cucullaria	slope	duration (D)	Latitude	0			0.9523754345	0.950313	0.215787191665004	0.2195723187	0.54779745	1.373297	1.00022612716214	2821.41044313455	2344.61215031012
Dicentra cucullaria	slope	duration (D)	Elevation	0.99525			-0.004015211875535	-0.00404036	0.00149577216571676	0.001462473705	-0.0068832405	-0.0009576392	1.00081690731079	2504.03289049918	2725.44616982007
Dicentra cucullaria	slope	duration (D)	Year	0.004			0.0257912028435	0.02566655	0.00919252425544715	0.00906068751	0.007898666	0.043884745	0.999678723444661	4684.75793386524	2738.94327054754
Dicentra cucullaria	slope	duration (D)	AnnualMonthlyAverageTemp	1			-2.4495786925	-2.465075	0.492227906571806	0.487493706	-3.37344025	-1.41911075	1.00042941795231	1774.63564919513	1951.57598321918
Dicentra cucullaria	slope	duration (D)	FirstQuarterMonthlyAverageTemp	0.0105			0.508825307058325	0.512075	0.206613794009287	0.2077752705	0.0889908575	0.904826075	1.0018085973764	2670.01010544995	2987.76104865811
Dicentra cucullaria	slope	cessation (C)	SpringMonthlyAverageTemp	1			-3.06004799	-3.059655	0.418837352172778	0.415550541	-3.868389	-2.24344975	1.00225270197877	4155.09301757452	3166.03365381015
Dicentra cucullaria	slope	cessation (C)	Latitude	0.33225			0.134081846694	0.1303005	0.295719779311265	0.2906867103	-0.424932875	0.721739025	1.00058789667692	4434.27493456785	3002.91707862065
Dicentra cucullaria	slope	cessation (C)	Elevation	0.75575			-0.0015670053309525	-0.001607215	0.00231218260356261	0.00227021901855	-0.00605433625	0.0030522285	0.999622697165059	3597.18689863632	3516.66968319428
Dicentra cucullaria	slope	cessation (C)	Year	1			-0.0576399696325	-0.0573873	0.0130866658975108	0.01338357846	-0.082818145	-0.033275285	1.00014959474337	6143.79372493193	3183.85879698254
Dicentra cucullaria	slope	cessation (C)	AnnualMonthlyAverageTemp	0.1005			0.9049450049575	0.8902325	0.713991349994571	0.7147036386	-0.495764125	2.28393075	1.00144526134147	2540.3085202722	2552.45964000196
Dicentra cucullaria	slope	cessation (C)	FirstQuarterMonthlyAverageTemp	0.99975			-1.13665964678	-1.13172	0.29795346717677	0.3039011241	-1.705637	-0.55117245	1.00165876379398	3423.79939709917	3114.28611792212
Dicentra cucullaria	slope	observed times (T)	SpringMonthlyAverageTemp	1	-3.67766627238754	TRUE	-3.59017757	-3.59029	0.377458707620694	0.377640459	-4.32219975	-2.8292825	1.00184637482575	3344.22367162518	3017.92514283042
Dicentra cucullaria	slope	observed times (T)	Latitude	0.8995	-0.315379736491509	TRUE	-0.342105891320075	-0.34205	0.26051685684081	0.2594757564	-0.83650645	0.1666425	1.00062526523274	3610.92673038525	3067.06245334228
Dicentra cucullaria	slope	observed times (T)	Elevation	0.42025	0.00141621640364684	TRUE	0.00044060055519175	0.000423262	0.00213288043019193	0.0021420560322	-0.00375359	0.00466385525	1.00060708589984	2984.92758276192	2827.32541757523
Dicentra cucullaria	slope	observed times (T)	Year	1	-0.0572997242731821	TRUE	-0.070535571475	-0.07054895	0.01194523499338	0.01242885819	-0.0939621075	-0.0478307175	1.00016132228549	5295.59729446812	3332.70087143446
