Replicate	SampleSize	ScenarioNumber	True_Slope_meanOnset	True_Intercept_meanOnset	True_Anchor_meanOnset	True_Slope_meanDuration	True_Intercept_meanDuration	True_Anchor_meanDuration	True_Sigma	Theor_Slope_meanObserved	Theor_Intercept_meanObserved	Theor_Slope_meanCessation	Theor_Intercept_meanCessation	TrueObs_meanOnset	TrueObs_meanDuration	Theor_meanOnset	Theor_meanDuration	Hyper_Mean_Slope_meanOnset	Hyper_SD_Slope_meanOnset	Hyper_Mean_Slope_meanDuration	Hyper_SD_Slope_meanDuration	Hyper_Mean_Anchor_meanOnset	Hyper_SD_Anchor_meanOnset	Hyper_Mean_Anchor_meanDuration	Hyper_SD_Anchor_meanDuration	Hyper_Mean_Sigma	Hyper_SD_Sigma	Est_SR_Slope_meanObserved	Est_SR_Intercept_meanObserved	Est_QR_Slope_meanQ10	Est_QR_Intercept_meanQ10	Est_QR_Slope_meanQ50	Est_QR_Intercept_meanQ50	Est_QR_Slope_meanQ90	Est_QR_Intercept_meanQ90	Est_Stan_Slope_meanOnset	Est_Stan_Slope_meanOnset_q2.5	Est_Stan_Slope_meanOnset_q97.5	Est_Stan_Intercept_meanOnset	Est_Stan_Intercept_meanOnset_q2.5	Est_Stan_Intercept_meanOnset_q97.5	Est_Stan_Anchor_meanOnset	Est_Stan_Anchor_meanOnset_q2.5	Est_Stan_Anchor_meanOnset_q97.5	Est_Stan_Slope_meanDuration	Est_Stan_Slope_meanDuration_q2.5	Est_Stan_Slope_meanDuration_q97.5	Est_Stan_Intercept_meanDuration	Est_Stan_Intercept_meanDuration_q2.5	Est_Stan_Intercept_meanDuration_q97.5	Est_Stan_Anchor_meanDuration	Est_Stan_Anchor_meanDuration_q2.5	Est_Stan_Anchor_meanDuration_q97.5	Est_Stan_Sigma	Est_Stan_Sigma_q2.5	Est_Stan_Sigma_q97.5	Number_Divergences
244	500	4	-1.23216	196.05375	182.50000	-2.15143	85.69715	62.03146	7.00000	-2.30787	238.90233	-3.38359	281.75090	182.39955	61.81174	184.93974	66.29140	-1.62275	5.66000	-1.69058	1.06588	189.30136	14.00000	51.84297	14.00000	7.00000	3.50000	-2.32877	239.89090	-1.62275	207.18396	-2.47161	241.95702	-3.31333	277.65702	-1.05076	-1.30948	-0.77026	196.40588	192.23138	200.48100	184.82661	182.13100	187.87810	-2.31888	-2.78303	-1.89647	83.71593	77.00840	89.85057	58.16199	52.70065	62.80627	7.50085	5.74739	9.54384	0
244	500	3	0.81630	173.52073	182.50000	-2.09573	85.80854	62.75549	7.00000	-0.23157	216.42500	-1.27943	259.32927	182.66845	61.99486	181.11036	66.32320	0.40541	5.66000	-1.48678	1.06588	188.48491	14.00000	51.66169	14.00000	7.00000	3.50000	-0.29567	217.08657	0.40541	183.90474	-0.49639	221.05154	-1.08137	252.36355	0.74194	0.43996	1.05099	175.20821	169.88250	180.29845	183.59038	180.75600	186.71128	-1.94678	-2.41768	-1.47659	81.91969	73.73793	90.29751	59.92573	54.42066	64.75700	7.70769	5.96096	9.95388	0
244	500	2	4.84940	129.15663	182.50000	-0.49064	89.01873	83.62174	7.00000	4.60408	173.66599	4.35876	218.17535	184.49190	83.63238	175.01299	84.37923	4.88963	5.66000	-0.49912	1.06588	190.58711	14.00000	65.84029	14.00000	7.00000	3.50000	4.63410	171.61113	4.88963	134.57101	4.69243	170.16414	4.39051	206.12925	4.64146	4.36550	4.92710	130.84514	126.71990	135.03602	184.01812	181.45490	186.73205	-0.23548	-0.66444	0.17225	85.95737	79.19330	92.95482	83.25970	78.59978	87.54412	6.77971	5.05781	8.85514	0
244	500	1	3.48357	144.18068	182.50000	1.17454	52.34908	65.26904	7.00000	4.07085	170.35522	4.65812	196.52976	182.07613	65.66921	175.90875	63.04670	3.69979	5.66000	0.58964	1.06588	190.91493	14.00000	51.42124	14.00000	7.00000	3.50000	4.10661	170.05008	3.69979	149.81804	4.12602	171.25735	4.28942	194.68965	3.52508	3.22666	3.80038	144.80820	140.99097	148.75002	183.96447	181.45000	186.83120	1.23168	0.80162	1.67503	49.48707	42.71963	55.36668	63.16844	57.71781	67.66736	7.66481	5.89542	9.86465	0
243	500	6	-0.76062	190.86679	182.50000	2.21573	54.43146	78.80446	7.00000	0.34725	218.08252	1.45511	245.29825	182.45672	78.67402	184.05363	74.27864	-0.31526	5.66000	1.26399	1.06588	190.62127	14.00000	62.84345	14.00000	7.00000	3.50000	0.55784	216.79166	-0.31526	194.07567	0.54213	215.87891	0.94873	243.06904	-0.52728	-0.78057	-0.26982	187.05399	183.53595	190.58920	181.27637	179.06678	183.57305	2.24816	1.89581	2.59214	57.70917	52.63056	62.66774	82.34316	78.69979	85.69952	4.92125	3.43466	6.64182	0
243	500	5	-4.36843	230.55275	182.50000	0.87881	51.75761	61.42447	7.00000	-3.92903	256.43156	-3.48963	282.31036	181.56988	61.36661	190.53279	59.80850	-4.38024	5.66000	0.83902	1.06588	187.30516	14.00000	50.37747	14.00000	7.00000	3.50000	-3.95552	257.51743	-4.38024	236.19377	-4.07711	260.49523	-3.54122	277.20681	-4.43006	-4.69381	-4.17587	231.21302	227.63097	234.78815	181.76839	179.54943	183.95615	0.90769	0.49382	1.34030	51.94221	45.75149	57.97427	62.07311	58.46677	65.66667	5.91924	4.53782	7.50797	0
243	500	4	-4.00069	226.50756	182.50000	-1.43430	87.13140	71.35411	7.00000	-4.71784	270.07326	-5.43499	313.63896	185.71060	71.79079	193.34263	75.24134	-4.11269	5.66000	-1.17337	1.06588	190.34543	14.00000	60.10380	14.00000	7.00000	3.50000	-4.68335	269.89706	-4.11269	232.66426	-4.65194	269.90269	-5.28606	304.84179	-3.75908	-4.14133	-3.37512	226.87580	221.14390	232.55175	188.19557	184.93390	191.60810	-1.70292	-2.23145	-1.17056	85.82373	77.42048	93.72434	68.30102	62.95155	73.38366	8.51538	6.68640	10.58569	0
243	500	3	0.84380	173.21825	182.50000	-2.21071	85.57858	61.26078	7.00000	-0.26156	216.00754	-1.36691	258.79683	181.57736	62.05971	180.33869	66.92333	0.54287	5.66000	-1.39437	1.06588	187.78729	14.00000	51.35800	14.00000	7.00000	3.50000	-0.21859	215.57223	0.54287	182.12053	-0.45038	219.78752	-0.85151	248.03380	1.09656	0.80130	1.40066	172.89645	168.32415	177.22858	184.34298	181.13185	187.68420	-2.57521	-3.10377	-2.09204	83.68861	76.47490	90.95918	56.80703	50.46817	62.39720	9.48440	7.60973	11.53178	0
243	500	2	4.33382	134.82799	182.50000	-1.25778	87.48443	73.64882	7.00000	3.70493	178.57021	3.07604	222.31242	182.11329	73.81841	173.13762	76.36602	4.16297	5.66000	-1.08422	1.06588	188.54003	14.00000	61.50653	14.00000	7.00000	3.50000	3.77775	178.83497	4.16297	143.41471	3.79452	176.10823	3.07875	216.67380	4.23508	3.90093	4.58798	137.55498	132.67857	142.27737	183.46189	180.24680	187.02702	-1.08040	-1.60204	-0.58986	83.64136	76.17574	91.27546	71.93013	66.30862	76.99085	8.47454	6.46240	10.79522	0
243	500	1	2.99216	149.58627	182.50000	0.80814	51.61629	60.50587	7.00000	3.39623	175.39442	3.80030	201.20256	181.53341	60.30728	175.35815	58.57695	3.05698	5.66000	0.76453	1.06588	185.67850	14.00000	51.49072	14.00000	7.00000	3.50000	3.34291	175.81696	3.05698	153.23430	3.40925	174.83921	3.82151	196.61100	2.95082	2.63911	3.24970	152.07100	147.61173	156.66307	183.38847	180.60675	186.51812	0.67384	0.23104	1.15920	48.50892	40.84717	55.36960	55.66050	50.24092	60.30713	8.43325	6.69429	10.54411	0
242	500	6	-0.84714	191.81851	182.50000	2.20277	54.40553	78.63598	7.00000	0.25425	219.02128	1.35563	246.22405	182.67242	78.77179	184.17538	74.27956	-0.72192	5.66000	2.31443	1.06588	189.04790	14.00000	66.13152	14.00000	7.00000	3.50000	0.34608	218.54989	-0.72192	197.00508	0.21295	220.19101	1.59251	237.62625	-0.86229	-1.19622	-0.53820	192.73998	188.80367	196.63827	183.23551	180.56375	186.14227	2.23897	1.76656	2.70443	53.57794	47.47249	59.57905	78.25652	73.50468	82.39540	6.80434	5.18384	8.69692	0
242	500	5	-0.84154	191.75692	182.50000	1.05066	52.10131	63.65854	7.00000	-0.31621	217.80758	0.20912	243.85824	182.59938	64.05841	183.95855	61.83755	-0.67268	5.66000	0.88277	1.06588	188.05956	14.00000	53.91997	14.00000	7.00000	3.50000	-0.28575	218.03567	-0.67268	195.63851	-0.24077	218.44630	0.21009	239.61245	-0.86549	-1.13672	-0.59339	193.00043	188.97688	197.08967	183.24916	180.74597	185.86712	1.12589	0.69103	1.58562	51.89749	44.29781	58.86715	64.58267	59.87783	68.77141	7.26802	5.64320	9.17900	0
242	500	4	-1.94457	203.89026	182.50000	-0.73095	88.53810	80.49766	7.00000	-2.31004	248.15931	-2.67552	292.42836	181.27506	80.37314	185.26960	81.53873	-1.91960	5.66000	-0.55102	1.06588	189.77726	14.00000	64.87318	14.00000	7.00000	3.50000	-2.27783	246.98857	-1.91960	211.99799	-2.27892	247.51860	-2.47062	283.24965	-1.85510	-2.20292	-1.51507	204.41646	199.04582	209.74635	182.94233	180.08667	185.88500	-0.68883	-1.18573	-0.18280	83.85651	75.57335	91.71360	75.88282	70.33758	80.74377	8.57475	6.68838	10.77793	0
242	500	3	0.75305	174.21647	182.50000	-1.97584	86.04832	64.31411	7.00000	-0.23487	217.24063	-1.22279	260.26479	182.75244	64.00539	181.18197	67.77235	0.34139	5.66000	-1.19154	1.06588	189.33653	14.00000	54.53718	14.00000	7.00000	3.50000	-0.27957	218.25005	0.34139	185.49594	-0.33482	220.51959	-0.85015	253.43767	0.70920	0.40399	1.01588	175.98323	171.34675	180.73715	183.96150	181.18747	187.08300	-1.89150	-2.35933	-1.43413	81.30440	73.92145	88.34355	60.02558	54.33827	64.74721	8.57594	6.85534	10.67954	0
242	500	2	3.59573	142.94700	182.50000	-1.50334	86.99332	70.45659	7.00000	2.84406	186.44366	2.09239	229.94032	183.22540	69.79801	175.85961	73.23287	3.36681	5.66000	-1.09574	1.06588	190.11466	14.00000	55.10258	14.00000	7.00000	3.50000	2.83424	186.66685	3.36681	152.56378	2.78692	186.55283	2.27107	219.88742	3.51664	3.22711	3.80243	143.91967	139.39153	148.69020	183.14167	180.55840	185.99628	-1.44859	-1.86025	-1.00604	86.47959	78.76597	93.58337	70.32304	65.50999	74.63529	6.46032	4.74723	8.49242	0
242	500	1	2.11718	159.21104	182.50000	0.51619	51.03237	56.71041	7.00000	2.37527	184.72722	2.63336	210.24341	182.57414	56.75812	178.14448	55.64850	2.26625	5.66000	-0.08344	1.06588	188.91199	14.00000	46.04364	14.00000	7.00000	3.50000	2.31535	185.92883	2.26625	164.11288	2.28579	186.57723	2.18281	211.06964	2.08581	1.82057	2.35254	160.65653	156.93398	164.42260	183.48109	180.92255	186.32905	0.45455	0.04303	0.90255	50.37966	43.51443	56.51380	55.35371	50.33809	59.67690	6.94616	5.25059	8.92285	0
241	500	6	-0.85895	191.94840	182.50000	2.19627	54.39255	78.55156	7.00000	0.23919	219.14467	1.33733	246.34095	182.17310	78.68014	184.37715	73.75181	-0.32337	5.66000	1.45115	1.06588	191.03330	14.00000	62.14918	14.00000	7.00000	3.50000	0.41944	216.96323	-0.32337	194.53045	0.48165	217.25591	1.12778	240.98600	-0.76511	-1.04259	-0.50194	192.61218	189.09185	196.03748	184.33781	181.82993	186.84928	2.08333	1.66591	2.52002	53.15673	47.09273	59.08896	75.68710	71.21826	80.03694	7.18464	5.58847	9.05865	0
241	500	5	-3.92306	225.65368	182.50000	0.49994	50.99987	56.49918	7.00000	-3.67309	251.15362	-3.42312	276.65356	184.26237	56.36555	192.18244	55.26530	-3.74979	5.66000	0.36629	1.06588	190.36196	14.00000	45.33258	14.00000	7.00000	3.50000	-3.67163	250.73228	-3.74979	229.85447	-3.77149	252.73473	-3.38350	271.32931	-3.85099	-4.11879	-3.59091	224.86602	221.40190	228.69637	184.30776	181.90490	187.07745	0.36204	-0.02953	0.75169	51.08922	44.79865	56.77412	54.90217	49.91463	59.01606	6.84363	5.20466	8.89744	0
241	500	4	-2.29821	207.78034	182.50000	-2.09302	85.81396	62.79074	7.00000	-3.34472	250.68732	-4.39123	293.59430	181.85041	63.27456	186.20578	66.16565	-2.85919	5.66000	-1.42517	1.06588	188.62860	14.00000	48.17504	14.00000	7.00000	3.50000	-3.33681	250.21140	-2.85919	221.18775	-3.34561	250.50066	-4.28436	285.59193	-2.36637	-2.67062	-2.05606	210.49123	206.25887	214.92505	183.54409	180.84785	186.54135	-1.87275	-2.37241	-1.39950	79.15333	71.74948	86.22865	57.82729	51.94429	62.68935	8.68715	6.87521	10.76315	0
241	500	3	0.76186	174.11952	182.50000	-2.00370	85.99259	63.95185	7.00000	-0.23999	217.11582	-1.24184	260.11211	182.21591	64.11269	180.80292	68.41520	0.30338	5.66000	-1.10714	1.06588	187.90712	14.00000	51.53647	14.00000	7.00000	3.50000	-0.25209	216.65791	0.30338	184.63893	-0.45475	218.78325	-0.80375	248.10195	0.57729	0.32198	0.84356	176.27620	172.47785	179.92200	182.49498	180.30197	184.79300	-1.68333	-2.09258	-1.30027	83.13722	77.56595	88.70431	65.00367	61.04476	68.59884	5.95791	4.56743	7.63813	0
241	500	2	3.62682	142.60503	182.50000	-2.20051	85.59899	61.39342	7.00000	2.52656	185.40452	1.42631	228.20401	180.71708	61.95108	173.57020	66.81141	3.34460	5.66000	-1.69764	1.06588	185.28309	14.00000	53.98078	14.00000	7.00000	3.50000	2.49318	185.97578	3.34460	150.03828	2.57217	184.97002	1.64696	221.90850	3.58671	3.35864	3.82684	142.34816	138.73353	145.83925	180.14437	177.64695	182.66515	-2.28311	-2.65833	-1.93838	86.66617	81.09102	92.26611	62.60708	58.64289	66.38048	6.21391	4.71310	7.85597	0
241	500	1	5.17819	125.53996	182.50000	1.90068	53.80137	74.70890	7.00000	6.12853	152.44064	7.07887	179.34133	187.15299	75.96722	176.92460	72.66241	5.47749	5.66000	1.30267	1.06588	194.30520	14.00000	63.23885	14.00000	7.00000	3.50000	6.09422	154.06043	5.47749	128.99554	6.01119	156.39193	6.78016	176.70228	5.10851	4.80366	5.40363	127.54319	123.25668	131.80705	188.45342	185.57765	191.42610	2.00713	1.53166	2.45739	50.85688	43.67431	57.61185	74.78848	69.67062	79.53857	8.05686	6.20539	10.05546	0
240	500	6	-0.77645	191.04091	182.50000	2.12544	54.25088	77.63072	7.00000	0.28627	218.16635	1.34899	245.29179	182.27186	78.25012	183.90844	73.77526	-0.49615	5.66000	1.71607	1.06588	189.84447	14.00000	62.61341	14.00000	7.00000	3.50000	0.30524	218.23912	-0.49615	195.39448	0.14822	219.39205	1.21991	238.81190	-0.55872	-0.87309	-0.23966	190.03604	185.67600	194.48607	183.78615	180.73500	187.05018	1.73772	1.26230	2.21666	56.33546	48.73270	63.51828	75.77371	70.28063	80.79472	8.40996	6.49664	10.60348	0
240	500	5	-1.65379	200.69172	182.50000	0.96652	51.93305	62.56482	7.00000	-1.17053	226.65824	-0.68727	252.62477	182.99750	62.41897	186.11350	60.45298	-1.54311	5.66000	0.66838	1.06588	188.41263	14.00000	51.26057	14.00000	7.00000	3.50000	-1.24506	227.19455	-1.54311	205.10137	-1.08335	223.97983	-0.87473	249.13342	-1.77292	-2.03757	-1.49571	203.19748	199.47098	206.83010	184.02334	181.55077	186.58722	0.83452	0.42804	1.21525	52.44359	46.52385	58.09594	61.46890	56.65348	65.71829	7.06266	5.49906	8.93004	0
240	500	4	-1.00314	193.53449	182.50000	-1.07510	87.84980	76.02369	7.00000	-1.54069	237.45939	-2.07824	281.38429	182.71250	76.22389	184.72597	78.40936	-1.20224	5.66000	-0.88434	1.06588	189.92694	14.00000	62.26123	14.00000	7.00000	3.50000	-1.71600	239.62454	-1.20224	202.88822	-2.02169	243.04260	-2.08658	274.68354	-0.94115	-1.28396	-0.60210	193.64166	188.60060	198.79620	183.49517	180.49395	186.65510	-1.09286	-1.58479	-0.61908	86.34258	78.64749	93.94227	74.56043	69.02239	79.54575	8.38134	6.40015	10.65502	0
240	500	3	0.75342	174.21237	182.50000	-2.06613	85.86774	63.14030	7.00000	-0.27964	217.14624	-1.31271	260.08011	182.16252	63.80375	180.78480	67.84395	0.68303	5.66000	-1.76461	1.06588	187.00373	14.00000	54.93691	14.00000	7.00000	3.50000	-0.28361	217.91789	0.68303	179.67927	-0.05189	215.73474	-1.08157	253.53884	0.65277	0.39258	0.91614	177.05161	173.06115	181.02600	184.05158	181.55585	186.61475	-1.95313	-2.34495	-1.57708	82.46994	76.61600	88.47502	61.52565	56.88291	65.70834	6.59507	4.91948	8.52918	0
240	500	2	4.94640	128.08960	182.50000	-1.64358	86.71284	68.63347	7.00000	4.12461	171.44603	3.30282	214.80245	183.36587	68.45992	173.92591	71.48246	4.84492	5.66000	-1.23169	1.06588	189.81491	14.00000	56.22153	14.00000	7.00000	3.50000	4.11448	171.68127	4.84492	135.22918	4.07767	170.94307	3.61323	205.32766	4.88700	4.60081	5.18439	129.87390	125.48495	133.88710	184.93381	182.53585	187.34800	-1.70530	-2.18835	-1.21807	87.87724	80.62652	95.05522	68.66430	64.04266	72.99211	7.38437	5.68814	9.21168	0
240	500	1	4.99976	127.50261	182.50000	1.85553	53.71106	74.12188	7.00000	5.92753	154.35814	6.85529	181.21367	184.44835	74.21295	174.68880	71.22296	5.28371	5.66000	1.26204	1.06588	191.78697	14.00000	61.50676	14.00000	7.00000	3.50000	5.94835	154.80149	5.28371	131.35358	5.74298	157.29619	6.54574	178.42558	5.02963	4.72314	5.34081	127.26620	123.08675	131.41718	184.79351	182.14495	187.90007	1.91888	1.46260	2.37625	53.29728	46.48537	59.66768	75.24478	69.93515	79.80306	7.40464	5.70448	9.54889	0
239	500	6	-0.85087	191.85952	182.50000	2.26965	54.53930	79.50547	7.00000	0.28396	219.12918	1.41879	246.39883	182.84435	79.57234	184.06307	75.33604	-0.59535	5.66000	1.70771	1.06588	190.54309	14.00000	65.47073	14.00000	7.00000	3.50000	0.47302	218.46741	-0.59535	197.18898	0.13434	221.48365	1.11236	243.59657	-0.68931	-1.02322	-0.34384	191.18445	186.47817	195.88420	183.48972	180.29285	186.99310	2.21780	1.74454	2.70460	55.52682	47.94463	62.60447	80.28400	74.37536	85.27206	8.23826	6.21551	10.69798	0
239	500	5	-3.10301	216.63307	182.50000	1.74539	53.49077	72.69003	7.00000	-2.23031	243.37846	-1.35762	270.12384	183.10144	72.83677	189.20779	68.91701	-2.87382	5.66000	1.34764	1.06588	188.21158	14.00000	59.89393	14.00000	7.00000	3.50000	-2.21950	242.84985	-2.87382	219.35891	-1.98514	240.56363	-1.52618	264.64673	-3.02023	-3.30884	-2.76165	215.65666	211.87875	219.52212	182.92250	180.55298	185.28902	1.72931	1.30263	2.16772	55.05572	48.45509	61.43426	73.79852	69.76114	77.86570	6.77849	5.13916	8.63388	0
239	500	4	-4.37872	230.66590	182.50000	-0.68338	88.63325	81.11611	7.00000	-4.72041	274.98253	-5.06209	319.29915	181.16526	81.17348	189.96628	82.28136	-4.15296	5.66000	-0.95395	1.06588	187.84226	14.00000	65.80387	14.00000	7.00000	3.50000	-4.51506	272.31152	-4.15296	234.74941	-4.54494	273.88704	-5.10691	311.32804	-4.20758	-4.48532	-3.91325	228.60604	224.53012	232.54507	181.08200	178.50145	183.80000	-0.75973	-1.19863	-0.33815	88.65475	82.03264	95.04263	80.07370	75.50805	84.35390	5.74359	3.91347	7.88798	0
239	500	3	0.75969	174.14336	182.50000	-1.98360	86.03280	64.21317	7.00000	-0.23211	217.15975	-1.22391	260.17615	182.28521	64.06298	180.56683	69.26076	0.38346	5.66000	-1.19065	1.06588	188.57862	14.00000	51.55376	14.00000	7.00000	3.50000	-0.21866	217.34223	0.38346	184.56943	-0.15899	216.65935	-0.80719	248.57182	0.71652	0.47387	0.95414	173.75736	170.13600	177.33125	181.24879	179.09495	183.56000	-2.03133	-2.38534	-1.66419	90.43352	85.01792	95.70031	69.19529	65.26892	72.63321	5.84786	4.48343	7.53672	0
239	500	2	4.41771	133.90516	182.50000	-1.26404	87.47192	73.56746	7.00000	3.78569	177.64111	3.15367	221.37707	183.50142	73.36244	174.27438	75.92106	4.14763	5.66000	-0.91340	1.06588	188.85945	14.00000	60.47423	14.00000	7.00000	3.50000	3.72170	177.80049	4.14763	142.66294	3.52792	181.49895	3.23423	213.31070	4.39294	4.09442	4.69436	133.91241	129.63560	138.39700	182.84118	180.33578	185.41502	-1.24932	-1.70931	-0.80396	86.66156	80.20697	92.96152	72.74662	68.34431	76.83156	7.02858	5.34970	8.94706	0
239	500	1	2.33320	156.83478	182.50000	1.16266	52.32531	65.11452	7.00000	2.91453	182.99744	3.49586	209.16009	183.03403	65.26362	178.36954	63.05628	2.56897	5.66000	0.65202	1.06588	189.67046	14.00000	51.11259	14.00000	7.00000	3.50000	2.93018	182.01573	2.56897	160.82166	2.87814	179.97041	3.22099	204.61227	2.22781	1.95309	2.51073	159.55250	155.42190	163.74230	184.57020	181.66577	187.78807	1.52144	1.06026	1.98938	44.68092	36.65895	52.14683	61.76626	56.02650	66.79844	8.34230	6.39319	10.56411	0
238	500	6	-0.87700	192.14696	182.50000	2.22682	54.45364	78.94868	7.00000	0.23641	219.37378	1.34982	246.60060	182.09393	79.31076	183.85086	75.51864	-0.38130	5.66000	1.64830	1.06588	189.85976	14.00000	65.53880	14.00000	7.00000	3.50000	0.32799	218.17407	-0.38130	194.22937	0.61159	214.73446	1.26699	240.87924	-0.78638	-1.09550	-0.48450	192.33369	187.95690	196.71115	183.32206	180.51982	186.21800	2.10347	1.65456	2.53335	53.72563	47.11356	60.30258	77.83073	72.87267	82.40702	7.66554	5.84325	9.72203	0
238	500	5	-4.33350	230.16845	182.50000	1.39825	52.79650	68.17726	7.00000	-3.63437	256.56670	-2.93524	282.96495	183.11558	68.34741	191.44442	65.29124	-4.19541	5.66000	1.33767	1.06588	189.02909	14.00000	55.59338	14.00000	7.00000	3.50000	-3.53367	256.19131	-4.19541	234.90997	-3.59890	256.39056	-2.85773	275.87459	-4.41228	-4.69367	-4.14963	233.29925	229.00393	237.87322	185.04669	182.10792	188.32805	1.66705	1.22840	2.14215	46.62575	38.94920	53.65115	64.85663	59.44296	69.53391	7.99662	6.17215	10.19231	0
238	500	4	-1.84952	202.84476	182.50000	-2.09487	85.81025	62.76664	7.00000	-2.89696	245.74988	-3.94440	288.65501	183.83958	63.42227	186.94975	67.80668	-1.98573	5.66000	-1.68653	1.06588	189.47677	14.00000	52.01448	14.00000	7.00000	3.50000	-2.98978	246.68943	-1.98573	210.51383	-2.78859	244.72349	-3.67226	280.39559	-1.97230	-2.23992	-1.71979	201.97693	197.90790	206.15713	181.08216	178.66492	183.62075	-1.99609	-2.39974	-1.61126	86.31510	79.95830	92.20283	65.16835	60.78525	69.08628	5.91772	4.30968	7.75772	0
238	500	3	0.80909	173.59998	182.50000	-2.12841	85.74318	62.33069	7.00000	-0.25511	216.47157	-1.31932	259.34316	182.32939	62.42994	181.28328	65.53141	0.80404	5.66000	-1.55885	1.06588	188.75116	14.00000	50.17156	14.00000	7.00000	3.50000	-0.23177	216.46504	0.80404	179.50770	0.00887	213.84609	-0.75481	247.60012	0.82812	0.51606	1.15933	175.16093	169.87972	180.68408	184.68116	181.20097	188.81305	-2.32307	-2.84830	-1.83835	84.41664	75.86040	92.50811	57.71015	50.21714	63.70394	9.08433	6.85142	11.59818	0
238	500	2	2.05014	159.94850	182.50000	-0.93387	88.13227	77.85974	7.00000	1.58320	204.01463	1.11627	248.08077	181.59629	77.93524	177.92722	79.94271	1.96638	5.66000	-0.78447	1.06588	188.27424	14.00000	61.90680	14.00000	7.00000	3.50000	1.58999	202.92791	1.96638	167.09728	1.44536	205.36305	1.18191	237.45249	2.02703	1.72384	2.32302	158.77828	154.55075	162.87655	180.60848	177.95992	183.37008	-0.83718	-1.28435	-0.39852	88.24328	81.41887	94.70895	79.22721	74.71585	83.58647	7.05804	5.26936	9.09099	0
238	500	1	5.75927	119.14803	182.50000	1.41284	52.82567	68.36687	7.00000	6.46569	145.56087	7.17211	171.97371	186.77045	68.73579	174.56417	66.42009	5.90150	5.66000	1.13440	1.06588	192.31257	14.00000	55.38937	14.00000	7.00000	3.50000	6.43828	146.22302	5.90150	123.72487	6.45763	144.86630	7.03590	165.93019	5.83491	5.57779	6.09154	120.59153	117.00470	124.20050	188.40529	186.02590	190.74400	1.32198	0.93801	1.70709	51.14197	45.51508	56.68829	66.50607	62.71192	70.24309	6.22833	4.80433	7.86113	0
237	500	6	-0.81468	191.46143	182.50000	2.10950	54.21901	77.42355	7.00000	0.24008	218.57093	1.29483	245.68044	183.08796	76.96840	184.34271	72.65207	-0.59723	5.66000	1.78018	1.06588	188.88674	14.00000	63.03723	14.00000	7.00000	3.50000	0.33259	216.12179	-0.59723	195.29986	0.41960	215.02429	1.18295	239.22133	-0.71463	-1.04575	-0.38035	191.36744	186.56515	196.19012	183.69372	180.84893	186.86122	2.03423	1.54395	2.53516	51.45849	43.86349	58.87471	73.30231	68.00238	78.23224	8.61903	6.81926	10.68027	0
237	500	5	-2.86344	213.99786	182.50000	1.96098	53.92195	75.49269	7.00000	-1.88295	240.95884	-0.90247	267.91982	182.13199	75.32022	187.84303	71.83361	-2.37858	5.66000	0.88379	1.06588	190.81810	14.00000	59.95533	14.00000	7.00000	3.50000	-1.88598	241.35340	-2.37858	217.30137	-1.80201	240.29401	-1.49479	267.41654	-2.77660	-3.04098	-2.53082	213.47042	209.97883	217.10705	182.55567	180.34380	184.86505	1.99730	1.62508	2.39206	53.82272	48.29373	58.99624	76.06076	72.27397	79.65884	6.08362	4.71666	7.79456	0
237	500	4	-4.11034	227.71379	182.50000	-1.80211	86.39578	66.57260	7.00000	-5.01140	270.91168	-5.91245	314.10957	180.81282	65.64287	188.49902	69.20276	-4.54049	5.66000	-1.26561	1.06588	187.02753	14.00000	54.05816	14.00000	7.00000	3.50000	-5.16652	274.22296	-4.54049	239.42705	-5.58659	281.99895	-5.80610	308.09098	-4.13741	-4.43577	-3.82474	229.17740	224.16452	233.91002	181.42961	178.58598	184.27122	-1.75502	-2.22737	-1.30250	85.65746	77.99424	93.05769	65.40361	60.16072	70.33906	7.98579	6.16886	10.01745	0
237	500	3	0.89045	172.70504	182.50000	-2.24339	85.51321	60.83590	7.00000	-0.23125	215.46165	-1.35294	258.21826	182.06342	60.42204	180.75531	65.23145	0.25816	5.66000	-1.00549	1.06588	187.72950	14.00000	51.24542	14.00000	7.00000	3.50000	-0.10023	213.34029	0.25816	184.87926	-0.06636	213.08938	-0.74733	247.22595	0.84417	0.57666	1.13683	174.34882	170.05590	178.57410	183.66905	180.88397	186.97645	-1.84275	-2.27433	-1.42764	76.94169	69.69126	83.84674	56.59651	50.39638	61.67751	8.04898	6.19208	10.39437	0
237	500	2	2.45290	155.51809	182.50000	-1.81439	86.37123	66.41299	7.00000	1.54571	198.70370	0.63852	241.88932	182.76627	66.43246	177.45136	70.14742	2.33521	5.66000	-1.58839	1.06588	188.90885	14.00000	53.40915	14.00000	7.00000	3.50000	1.44466	199.67400	2.33521	163.35752	1.60064	198.22538	0.74682	234.14645	2.36639	2.09298	2.61379	156.41115	152.26153	160.73893	182.30359	179.72073	184.98300	-2.14016	-2.52693	-1.74218	91.25869	84.46498	97.72080	67.84154	63.13162	72.28941	6.84446	5.10081	8.81982	0
