Replicate	SampleSize	ScenarioNumber	True_Slope_meanOnset	True_Intercept_meanOnset	True_Anchor_meanOnset	True_Slope_meanDuration	True_Intercept_meanDuration	True_Anchor_meanDuration	True_Sigma	Theor_Slope_meanObserved	Theor_Intercept_meanObserved	Theor_Slope_meanCessation	Theor_Intercept_meanCessation	TrueObs_meanOnset	TrueObs_meanDuration	Theor_meanOnset	Theor_meanDuration	Hyper_Mean_Slope_meanOnset	Hyper_SD_Slope_meanOnset	Hyper_Mean_Slope_meanDuration	Hyper_SD_Slope_meanDuration	Hyper_Mean_Anchor_meanOnset	Hyper_SD_Anchor_meanOnset	Hyper_Mean_Anchor_meanDuration	Hyper_SD_Anchor_meanDuration	Hyper_Mean_Sigma	Hyper_SD_Sigma	Est_SR_Slope_meanObserved	Est_SR_Intercept_meanObserved	Est_QR_Slope_meanQ10	Est_QR_Intercept_meanQ10	Est_QR_Slope_meanQ50	Est_QR_Intercept_meanQ50	Est_QR_Slope_meanQ90	Est_QR_Intercept_meanQ90	Est_Stan_Slope_meanOnset	Est_Stan_Slope_meanOnset_q2.5	Est_Stan_Slope_meanOnset_q97.5	Est_Stan_Intercept_meanOnset	Est_Stan_Intercept_meanOnset_q2.5	Est_Stan_Intercept_meanOnset_q97.5	Est_Stan_Anchor_meanOnset	Est_Stan_Anchor_meanOnset_q2.5	Est_Stan_Anchor_meanOnset_q97.5	Est_Stan_Slope_meanDuration	Est_Stan_Slope_meanDuration_q2.5	Est_Stan_Slope_meanDuration_q97.5	Est_Stan_Intercept_meanDuration	Est_Stan_Intercept_meanDuration_q2.5	Est_Stan_Intercept_meanDuration_q97.5	Est_Stan_Anchor_meanDuration	Est_Stan_Anchor_meanDuration_q2.5	Est_Stan_Anchor_meanDuration_q97.5	Est_Stan_Sigma	Est_Stan_Sigma_q2.5	Est_Stan_Sigma_q97.5	Number_Divergences
999	500	6	-0.77099	190.98092	182.50000	2.15837	54.31675	78.05886	7.00000	0.30819	218.13930	1.38738	245.29767	182.72166	78.86224	184.21140	73.26785	-0.20199	5.66000	1.25929	1.06588	189.37088	14.00000	61.83984	14.00000	7.00000	3.50000	0.28952	217.84574	-0.20199	191.54833	0.22383	216.77196	1.05731	239.81268	-0.27675	-0.41608	-0.14244	192.18184	190.41997	193.94315	189.19843	188.15787	190.22602	1.36458	1.23783	1.49573	42.67254	41.00347	44.40231	57.38303	56.34899	58.44218	15.13055	13.38004	16.95998	0
999	500	5	-5.45885	242.54738	182.50000	1.16035	52.32069	65.08451	7.00000	-4.87868	268.70772	-4.29851	294.86807	180.71771	65.14638	191.19129	63.23707	-5.13827	5.66000	0.63379	1.06588	188.54560	14.00000	51.59085	14.00000	7.00000	3.50000	-4.81968	268.60388	-5.13827	247.16228	-4.98790	269.69776	-4.50449	291.52297	-5.17776	-5.31403	-5.04075	247.09892	245.25997	248.97508	188.03183	187.03995	189.02122	0.72045	0.59043	0.85246	37.95484	36.27098	39.67620	46.17363	45.20590	47.19884	13.42879	11.90356	15.06804	0
999	500	4	-2.69849	212.18336	182.50000	-1.57842	86.84315	69.48049	7.00000	-3.48770	255.60494	-4.27691	299.02651	181.93940	69.46629	187.75714	72.55554	-2.90886	5.66000	-1.05135	1.06588	187.64964	14.00000	56.29340	14.00000	7.00000	3.50000	-3.40534	253.25665	-2.90886	219.79780	-3.38625	252.14697	-3.96021	287.71052	-2.88517	-3.02021	-2.75018	219.11078	217.32900	220.92110	187.22436	186.22698	188.20505	-1.13441	-1.26387	-1.00858	63.75079	61.98175	65.53842	51.21351	50.21732	52.19441	13.33196	11.83546	14.92277	0
999	500	3	0.75208	174.22712	182.50000	-1.98008	86.03984	64.25898	7.00000	-0.23796	217.24704	-1.22800	260.26696	182.36431	65.38489	180.66035	69.10242	0.52849	5.66000	-1.49390	1.06588	187.25534	14.00000	55.12468	14.00000	7.00000	3.50000	-0.30194	218.20401	0.52849	181.67770	-0.43302	220.41805	-0.96540	252.56882	0.55426	0.42316	0.68064	181.06275	179.34785	182.79810	186.91237	185.92298	187.90807	-1.65086	-1.77435	-1.52704	67.42796	65.77758	69.11453	50.00490	49.05570	50.97939	12.81252	11.39878	14.29815	0
999	500	2	4.91914	128.38946	182.50000	-1.53538	86.92924	70.04009	7.00000	4.15145	171.85408	3.38376	215.31871	181.24421	70.30484	171.53136	73.46365	4.36598	5.66000	-0.66464	1.06588	190.35053	14.00000	55.85259	14.00000	7.00000	3.50000	4.05935	173.05410	4.36598	143.32801	3.92197	174.44652	3.70134	206.33890	4.43508	4.29954	4.56922	141.43725	139.61195	143.20925	189.20406	188.24100	190.18805	-0.75599	-0.88219	-0.63120	58.67360	56.97514	60.50288	50.53138	49.54324	51.54561	13.90501	12.36627	15.61122	0
999	500	1	1.74356	163.32081	182.50000	1.23128	52.46256	66.00663	7.00000	2.35920	189.55209	2.97484	215.78337	182.74251	65.87000	179.12415	63.62265	2.20086	5.66000	0.70023	1.06588	188.45470	14.00000	55.45671	14.00000	7.00000	3.50000	2.52336	188.36786	2.20086	164.10481	2.56217	188.50570	2.90108	211.81435	2.14826	2.01244	2.27615	164.24703	162.49690	166.07115	188.01503	187.00795	189.00810	0.79918	0.66388	0.92689	41.58464	39.94275	43.28871	50.42662	49.43751	51.44666	12.51437	11.02118	14.10850	0
998	500	6	-0.77616	191.03775	182.50000	2.01932	54.03863	76.25112	7.00000	0.23350	218.05706	1.24316	245.07638	182.27983	76.91361	183.65528	73.24546	-0.51806	5.66000	1.27290	1.06588	189.29374	14.00000	63.32582	14.00000	7.00000	3.50000	0.19190	218.65786	-0.51806	195.25738	0.00574	222.60298	0.75484	243.93019	-0.47435	-0.61426	-0.33522	193.89969	192.05490	195.77330	188.43918	187.36895	189.49200	1.41009	1.27930	1.54342	42.49230	40.73020	44.27573	58.72456	57.67617	59.78334	14.18482	12.47535	15.99156	0
998	500	5	-3.22907	218.01978	182.50000	0.54450	51.08899	57.07845	7.00000	-2.95682	243.56428	-2.68457	269.10877	182.96182	57.00805	189.11766	55.96256	-3.16716	5.66000	0.67355	1.06588	187.34462	14.00000	47.73192	14.00000	7.00000	3.50000	-2.96566	244.86956	-3.16716	222.02692	-3.04035	247.18863	-2.49361	262.38302	-3.27406	-3.40834	-3.13644	223.31299	221.53188	225.12500	187.46006	186.44500	188.52515	0.69519	0.56848	0.82207	34.41117	32.77861	36.12186	42.02386	41.07784	42.98954	13.46313	12.02579	15.04519	0
998	500	4	-1.56994	199.76938	182.50000	-1.21385	87.57229	74.21991	7.00000	-2.17687	243.55553	-2.78380	287.34168	181.41480	74.13171	184.54067	75.79772	-1.57926	5.66000	-0.89771	1.06588	185.51879	14.00000	62.82932	14.00000	7.00000	3.50000	-2.06580	242.63132	-1.57926	203.99645	-2.07473	243.55637	-2.47698	277.32916	-1.56906	-1.70663	-1.43454	203.94910	202.10573	205.84130	185.59085	184.59470	186.62708	-0.98250	-1.12113	-0.84887	70.05446	68.08297	72.02224	58.55905	57.49877	59.59756	11.45065	9.89016	13.24412	0
998	500	3	0.77361	173.99026	182.50000	-2.06792	85.86416	63.11704	7.00000	-0.26035	216.92234	-1.29431	259.85442	182.73759	62.58619	181.23485	66.49887	0.49484	5.66000	-1.68984	1.06588	186.59251	14.00000	55.57791	14.00000	7.00000	3.50000	-0.28917	217.64792	0.49484	180.96880	-0.11369	216.22201	-1.19499	255.75107	0.60207	0.47529	0.72702	179.55843	177.78198	181.34902	186.40076	185.38400	187.40902	-1.81627	-1.94236	-1.69143	71.10451	69.25398	73.00185	50.46329	49.49248	51.48017	11.06457	9.71837	12.58582	0
998	500	2	5.21937	125.08692	182.50000	-1.51896	86.96208	70.25352	7.00000	4.45989	168.56796	3.70041	212.04900	183.88054	69.83056	173.88222	72.76150	4.84548	5.66000	-0.73957	1.06588	190.02254	14.00000	56.71668	14.00000	7.00000	3.50000	4.45664	167.51066	4.84548	135.03170	4.51045	163.97506	4.10591	200.14171	4.88860	4.75164	5.02142	134.06276	132.25247	135.88702	189.54294	188.50498	190.57600	-0.85598	-0.99062	-0.72452	61.48246	59.55864	63.38067	51.76810	50.74727	52.77147	14.28787	12.65795	15.99851	0
998	500	1	0.85340	173.11259	182.50000	2.10636	54.21271	77.38263	7.00000	1.90658	200.21894	2.95976	227.32530	181.62332	76.75910	180.09230	71.43997	0.95682	5.66000	1.97089	1.06588	188.90932	14.00000	61.70197	14.00000	7.00000	3.50000	1.93544	199.28680	0.95682	179.17018	1.86675	200.00616	2.92771	220.81103	0.94944	0.81406	1.08866	178.50157	176.87092	180.16502	188.16566	187.15892	189.18513	2.09373	1.96486	2.21964	35.47035	33.90930	37.07655	56.78181	55.72385	57.83403	13.10520	11.48145	14.80844	0
997	500	6	-0.75897	190.84866	182.50000	2.11429	54.22859	77.48580	7.00000	0.29818	217.96295	1.35532	245.07724	182.46464	77.14618	183.91271	73.55036	-0.46313	5.66000	1.63225	1.06588	190.88858	14.00000	64.36888	14.00000	7.00000	3.50000	0.40050	217.67675	-0.46313	196.04719	0.07335	220.82201	1.16912	242.23503	-0.46475	-0.60295	-0.32886	195.00474	193.20198	196.75902	189.82806	188.84590	190.81300	1.76055	1.63104	1.89116	40.07077	38.40507	41.82163	59.68089	58.63234	60.73575	13.15203	11.54791	14.96428	0
997	500	5	-1.40376	197.94141	182.50000	1.93725	53.87450	75.18425	7.00000	-0.43514	224.87866	0.53349	251.81591	181.38817	76.34665	184.51545	72.40285	-1.31107	5.66000	1.41036	1.06588	189.27692	14.00000	61.91697	14.00000	7.00000	3.50000	-0.57876	226.86589	-1.31107	204.43851	-0.61081	227.00362	0.09929	250.04572	-1.34142	-1.47760	-1.21315	204.33439	202.52885	206.21502	188.82187	187.82487	189.83000	1.54858	1.41481	1.67981	39.38600	37.70096	41.09110	57.29415	56.27148	58.34697	13.85280	12.21604	15.61860	0
997	500	4	-3.02542	215.77966	182.50000	-1.16562	87.66876	74.84691	7.00000	-3.60823	259.61404	-4.19105	303.44842	183.84644	75.12093	189.92937	77.70927	-3.24768	5.66000	-1.15470	1.06588	192.76345	14.00000	60.29864	14.00000	7.00000	3.50000	-3.84032	262.56287	-3.24768	227.00811	-3.87969	264.07006	-4.40238	299.48236	-3.24819	-3.38921	-3.11380	226.00594	224.19198	227.74930	191.75591	190.75000	192.78307	-1.23530	-1.36827	-1.10420	68.38465	66.65846	70.19253	55.35922	54.34116	56.38692	13.98925	12.38035	15.68818	0
997	500	3	0.78950	173.81550	182.50000	-2.14153	85.71695	62.16017	7.00000	-0.28126	216.67397	-1.35203	259.53245	182.40387	61.79071	181.10712	65.93836	0.43819	5.66000	-1.48147	1.06588	188.29955	14.00000	49.44931	14.00000	7.00000	3.50000	-0.27475	216.38698	0.43819	183.37621	-0.45628	219.97770	-1.04328	249.47093	0.55116	0.42291	0.68257	181.86054	180.08000	183.68508	188.05320	187.04398	189.05902	-1.61043	-1.73113	-1.48998	61.93235	60.12644	63.79451	43.83797	42.85966	44.81619	13.06543	11.68981	14.55183	0
997	500	2	2.97729	149.74978	182.50000	-1.36437	87.27127	72.26325	7.00000	2.29511	193.38542	1.61293	237.02105	181.91764	72.53462	176.18643	75.15649	2.85010	5.66000	-0.98163	1.06588	189.44784	14.00000	57.25154	14.00000	7.00000	3.50000	2.36893	192.02530	2.85010	158.44034	2.29230	192.00291	1.86848	226.37143	2.90537	2.76988	3.03975	157.12259	155.32393	158.96807	188.73136	187.69298	189.75510	-1.06722	-1.19752	-0.93244	63.75833	61.93216	65.59456	52.14762	51.16659	53.18634	14.17923	12.67988	15.83739	0
997	500	1	2.41414	155.94442	182.50000	1.89623	53.79247	74.65104	7.00000	3.36226	182.84066	4.31038	209.73689	183.19774	75.17532	178.60936	71.59506	2.69040	5.66000	1.27717	1.06588	188.72001	14.00000	63.10545	14.00000	7.00000	3.50000	3.29347	182.83724	2.69040	158.08065	3.36137	181.00726	3.96757	206.64121	2.66110	2.52631	2.79675	158.17254	156.35380	159.98705	188.47822	187.42898	189.52810	1.38322	1.25079	1.51379	42.87198	41.16562	44.62691	58.62458	57.56866	59.68281	12.86026	11.26966	14.61520	0
996	500	6	-0.83154	191.64692	182.50000	2.20468	54.40935	78.66079	7.00000	0.27080	218.85159	1.37314	246.05627	182.68325	78.10511	184.31139	73.85820	-0.65648	5.66000	1.61671	1.06588	190.94164	14.00000	63.50081	14.00000	7.00000	3.50000	0.24657	220.19595	-0.65648	198.04583	0.02586	221.72700	0.96023	244.05123	-0.65396	-0.78428	-0.52142	197.34887	195.62880	199.04918	190.27192	189.25200	191.28905	1.77952	1.65362	1.91322	39.72651	38.11948	41.36148	58.98387	57.96267	60.00551	13.17791	11.60580	14.88504	0
996	500	5	-5.75243	245.77675	182.50000	2.27084	54.54167	79.52087	7.00000	-4.61701	273.04759	-3.48160	300.31842	183.25181	79.12617	194.48685	74.78892	-5.71587	5.66000	1.86839	1.06588	192.52282	14.00000	65.22636	14.00000	7.00000	3.50000	-4.66299	273.81741	-5.71587	254.91847	-4.74548	277.10871	-3.84748	299.74910	-5.74031	-5.87644	-5.60657	253.33011	251.59398	255.05508	190.66768	189.65197	191.68505	2.04129	1.90859	2.17090	38.20913	36.64046	39.85632	60.49225	59.44517	61.53332	12.79916	11.25404	14.60886	0
996	500	4	-3.27719	218.54905	182.50000	-1.56666	86.86668	69.63345	7.00000	-4.06052	261.98239	-4.84384	305.41574	182.04427	69.72868	188.71115	72.60268	-3.48789	5.66000	-1.04398	1.06588	188.69632	14.00000	58.03251	14.00000	7.00000	3.50000	-4.04904	261.12373	-3.48789	227.42840	-3.99798	260.14750	-4.53187	297.05403	-3.53536	-3.65877	-3.40897	226.92802	225.19895	228.63002	187.66880	186.73392	188.58102	-1.17864	-1.30494	-1.05287	66.22862	64.47985	68.03812	53.14019	52.10827	54.13187	11.12197	9.64965	12.72398	0
996	500	3	0.79417	173.76411	182.50000	-2.25969	85.48062	60.62401	7.00000	-0.33567	216.50442	-1.46552	259.24473	182.24182	60.64681	180.88182	65.22829	0.32217	5.66000	-1.65172	1.06588	187.45455	14.00000	49.61942	14.00000	7.00000	3.50000	-0.51488	219.11926	0.32217	183.92276	-0.60054	221.77423	-1.32955	251.64907	0.41155	0.28997	0.53421	183.28334	181.53370	184.95705	187.79493	186.78098	188.79200	-1.79322	-1.90797	-1.67296	63.80335	62.06907	65.54104	44.14525	43.20960	45.11689	12.59371	11.24468	14.06274	0
996	500	2	2.09768	159.42551	182.50000	-1.60425	86.79150	69.14472	7.00000	1.29556	202.82125	0.49343	246.21700	182.88531	68.98423	178.29439	72.36106	2.12189	5.66000	-1.27493	1.06588	190.33157	14.00000	55.33812	14.00000	7.00000	3.50000	1.32320	204.39611	2.12189	167.00111	1.39153	203.59475	0.84697	236.35719	2.11993	1.98485	2.25498	166.84366	165.02485	168.66305	190.15250	189.13200	191.15017	-1.40503	-1.53217	-1.27629	65.72404	63.95564	67.62667	50.27561	49.27889	51.30037	13.48883	11.97030	15.19831	0
996	500	1	2.24041	157.85554	182.50000	1.81552	53.63104	73.60178	7.00000	3.14817	184.67106	4.05593	211.48658	183.35073	73.98067	178.83953	70.63550	2.39966	5.66000	1.63900	1.06588	189.41785	14.00000	60.22919	14.00000	7.00000	3.50000	3.24665	184.15392	2.39966	162.14290	3.39066	181.81997	4.03866	203.74301	2.38219	2.25039	2.51550	162.52293	160.74980	164.30818	189.59923	188.58197	190.63700	1.77008	1.64037	1.90208	35.49810	33.81778	37.21502	55.61707	54.54897	56.68617	14.17081	12.54520	15.92364	0
995	500	6	-0.81217	191.43384	182.50000	2.16629	54.33257	78.16171	7.00000	0.27098	218.60012	1.35412	245.76641	182.24108	78.20073	184.04635	74.03715	-0.31087	5.66000	1.55825	1.06588	189.26507	14.00000	65.06040	14.00000	7.00000	3.50000	0.26917	218.13189	-0.31087	192.71455	0.08789	218.23316	1.24737	240.48459	-0.42865	-0.56338	-0.29133	193.36511	191.52692	195.09828	188.60880	187.63190	189.58307	1.66845	1.53477	1.79878	42.17858	40.52660	43.94251	60.69174	59.69090	61.71242	13.08070	11.44883	14.89891	0
995	500	5	-4.76362	234.89980	182.50000	1.11464	52.22928	64.49034	7.00000	-4.20630	261.01445	-3.64898	287.12909	181.43872	64.43681	190.86852	62.53219	-4.79572	5.66000	1.16512	1.06588	185.80683	14.00000	54.34303	14.00000	7.00000	3.50000	-4.14863	259.56630	-4.79572	239.72633	-4.14208	258.33751	-3.63061	280.96966	-4.84017	-4.96580	-4.71112	239.92210	238.24080	241.58102	185.50293	184.50595	186.47303	1.25457	1.12296	1.38162	35.12985	33.45988	36.86865	49.23533	48.24163	50.24741	12.02585	10.54986	13.63903	0
995	500	4	-3.23229	218.05517	182.50000	-1.91659	86.16682	65.08434	7.00000	-4.19058	261.13858	-5.14888	304.22199	183.11451	65.08248	189.42154	69.18848	-3.32361	5.66000	-1.69161	1.06588	187.22969	14.00000	54.70541	14.00000	7.00000	3.50000	-4.08540	259.01174	-3.32361	223.31954	-4.26968	260.07730	-5.01522	296.39353	-3.23717	-3.37500	-3.10855	222.31969	220.55595	224.18310	187.16845	186.13990	188.19510	-1.82210	-1.94778	-1.69897	69.31786	67.49359	71.16001	49.53238	48.55217	50.52177	13.80035	12.29008	15.38593	0
995	500	3	0.75460	174.19941	182.50000	-2.04672	85.90656	63.39262	7.00000	-0.26876	217.15268	-1.29212	260.10596	182.31967	63.31921	181.05814	67.30341	0.66416	5.66000	-1.45860	1.06588	187.27890	14.00000	52.90637	14.00000	7.00000	3.50000	-0.16666	214.68212	0.66416	179.91382	0.06892	210.13268	-0.79443	248.99494	0.62234	0.49034	0.75533	180.07940	178.27200	181.91208	186.98067	185.98592	187.96100	-1.64283	-1.77008	-1.51770	65.86402	64.00590	67.73150	47.64623	46.68846	48.63240	11.90636	10.53330	13.35864	0
995	500	2	4.94288	128.12836	182.50000	-1.42158	87.15684	71.51947	7.00000	4.23209	171.70678	3.52130	215.28520	181.45675	71.24363	171.90737	74.56592	4.67031	5.66000	-0.89375	1.06588	190.35080	14.00000	57.43869	14.00000	7.00000	3.50000	4.27733	172.31760	4.67031	139.64528	4.32654	173.97394	3.77656	206.78735	4.74278	4.61458	4.86630	137.97379	136.24785	139.72717	189.46615	188.46000	190.46005	-1.00803	-1.13076	-0.88193	63.36464	61.55726	65.13965	52.42051	51.43297	53.46005	13.65055	12.03439	15.40552	0
995	500	1	0.86332	173.00352	182.50000	0.63488	51.26976	58.25341	7.00000	1.18076	198.63840	1.49819	224.27328	182.75647	58.19408	181.02058	57.16545	1.10751	5.66000	0.52091	1.06588	186.37596	14.00000	48.84717	14.00000	7.00000	3.50000	1.18007	197.96933	1.10751	173.87621	1.06895	199.29806	1.62842	216.84424	1.01658	0.89518	1.14046	175.03362	173.31095	176.76923	186.50709	185.54800	187.48102	0.54940	0.42866	0.67003	37.17514	35.55287	38.82566	43.37583	42.43297	44.37200	11.79113	10.33059	13.39650	0
99	500	6	-0.79871	191.28585	182.50000	2.08045	54.16091	77.04590	7.00000	0.24151	218.36630	1.28174	245.44675	182.60005	77.25282	184.10887	72.85517	-0.66207	5.66000	1.54373	1.06588	189.51144	14.00000	62.30570	14.00000	7.00000	3.50000	0.25422	219.06175	-0.66207	196.78474	0.22193	220.85960	0.88165	242.13159	-0.59823	-0.84523	-0.36363	199.82008	196.98275	202.77915	193.24810	191.55593	194.97203	1.66799	1.52594	1.80792	38.87454	37.17074	40.67980	57.19855	56.15063	58.27382	12.79542	11.28714	14.47699	0
99	500	5	-1.77259	201.99852	182.50000	1.85035	53.70070	74.05457	7.00000	-0.84742	228.84887	0.07776	255.69922	182.23316	74.87971	185.62853	70.78879	-1.48577	5.66000	1.72776	1.06588	189.17804	14.00000	61.45069	14.00000	7.00000	3.50000	-0.74782	228.46260	-1.48577	205.87077	-0.70094	232.08075	0.24199	247.90997	-1.78610	-2.01957	-1.54520	210.70852	207.81983	213.60428	190.64164	188.86598	192.41805	1.85753	1.71895	1.99056	35.26635	33.62398	37.01618	56.13576	55.14308	57.14281	12.68222	11.28087	14.21312	0
99	500	4	-4.94606	236.90670	182.50000	-0.61851	88.76297	81.95932	7.00000	-5.25532	281.28818	-5.56458	325.66967	186.02114	82.22346	195.46369	83.58045	-5.06261	5.66000	-0.44773	1.06588	195.32287	14.00000	64.35072	14.00000	7.00000	3.50000	-5.25487	281.83307	-5.06261	247.86766	-5.41439	283.67307	-5.51034	316.86536	-4.94937	-5.21131	-4.68402	249.13031	245.73483	252.52003	197.76083	195.83395	199.60235	-0.47065	-0.61822	-0.32869	64.30591	62.52050	66.20494	59.42103	58.38919	60.52643	14.87328	13.20676	16.72011	0
99	500	3	0.83054	173.36404	182.50000	-2.12620	85.74761	62.35944	7.00000	-0.23256	216.23784	-1.29565	259.11164	182.57472	62.65770	180.68850	66.99689	0.32004	5.66000	-1.24545	1.06588	188.00060	14.00000	51.06208	14.00000	7.00000	3.50000	-0.24363	216.35574	0.32004	184.53817	-0.06463	213.82863	-0.92541	249.07460	0.43053	0.21474	0.64591	186.96203	184.00977	189.88603	191.61992	190.04098	193.13405	-1.38336	-1.51283	-1.25721	60.04783	58.26518	61.87534	45.08142	44.09329	46.02473	12.21244	10.92349	13.64373	0
99	500	2	0.92797	172.29229	182.50000	-1.37128	87.25744	72.17336	7.00000	0.24233	215.92101	-0.44331	259.54973	181.94841	72.28085	180.36091	75.33432	0.94323	5.66000	-1.16143	1.06588	187.46092	14.00000	59.54443	14.00000	7.00000	3.50000	0.20322	215.59689	0.94323	177.37314	0.14854	215.51447	-0.21819	249.33891	0.77784	0.55699	1.00064	183.02304	180.01393	186.13235	191.34194	189.62395	193.02913	-1.29068	-1.42840	-1.15413	68.14386	66.30836	70.02213	54.34019	53.33978	55.41683	12.92626	11.39772	14.65645	0
99	500	1	3.34826	145.66919	182.50000	2.12967	54.25934	77.68571	7.00000	4.41309	172.79886	5.47793	199.92853	182.36423	77.92563	176.01674	73.56201	3.54940	5.66000	1.51129	1.06588	188.43271	14.00000	62.74212	14.00000	7.00000	3.50000	4.38312	172.50111	3.54940	149.16326	4.39991	172.38817	5.06069	195.18494	3.57824	3.33471	3.80687	152.95075	150.05995	155.92825	192.53928	190.71690	194.43935	1.63150	1.49743	1.77192	39.54421	37.84739	41.24652	57.59461	56.57470	58.66410	13.72369	12.24169	15.39684	0
994	500	6	-0.79126	191.20387	182.50000	2.13626	54.27251	77.77132	7.00000	0.27687	218.34013	1.34499	245.47638	182.03001	78.12396	183.75827	74.37422	-0.43595	5.66000	1.43528	1.06588	189.29579	14.00000	65.46132	14.00000	7.00000	3.50000	0.33278	216.67358	-0.43595	194.26983	0.41946	214.17740	0.99934	243.35489	-0.44546	-0.57541	-0.31245	193.19496	191.41670	195.06117	188.11235	187.08095	189.13400	1.54608	1.41148	1.67751	43.14756	41.43752	44.88800	60.78800	59.75681	61.85823	13.64712	12.01604	15.45872	0
994	500	5	-2.65377	211.69143	182.50000	1.55797	53.11594	70.25358	7.00000	-1.87478	238.24940	-1.09580	264.80737	180.79960	70.39709	186.54088	67.88127	-2.60484	5.66000	1.30503	1.06588	188.56148	14.00000	56.99979	14.00000	7.00000	3.50000	-1.79000	237.67529	-2.60484	218.45798	-2.06506	241.19174	-1.29981	260.47952	-2.56180	-2.69800	-2.42429	217.23724	215.45795	219.05900	187.83473	186.81400	188.86303	1.45407	1.32185	1.58173	35.37623	33.71100	37.09444	52.06500	51.05856	53.08981	13.29759	11.69098	14.99776	0
994	500	4	-2.05769	205.13455	182.50000	-2.00112	85.99776	63.98542	7.00000	-3.05825	248.13343	-4.05881	291.13231	182.74886	63.84648	186.90481	68.26915	-2.09242	5.66000	-1.48922	1.06588	186.95064	14.00000	54.00314	14.00000	7.00000	3.50000	-2.89739	245.75927	-2.09242	209.67293	-2.77740	242.34727	-3.58164	279.84801	-2.09340	-2.21678	-1.96953	209.80619	208.05090	211.57000	187.07324	186.09895	188.01700	-1.63589	-1.76303	-1.50902	66.70035	64.95299	68.57532	48.93570	47.97321	49.96137	11.64517	10.20419	13.17522	0
994	500	3	0.81107	173.57827	182.50000	-2.27685	85.44630	60.40097	7.00000	-0.32736	216.30142	-1.46578	259.02457	182.47803	60.55489	181.16785	64.14064	0.73719	5.66000	-1.78909	1.06588	186.45349	14.00000	49.86755	14.00000	7.00000	3.50000	-0.19395	213.10503	0.73719	178.08079	-0.13871	213.22015	-1.05189	248.26792	0.76438	0.63432	0.89051	177.22427	175.47093	179.09217	185.90575	184.94100	186.85200	-2.00341	-2.12300	-1.88178	67.14134	65.23682	69.05481	44.38751	43.43810	45.35311	11.36867	10.12599	12.73760	0
994	500	2	1.99310	160.57591	182.50000	-1.08500	87.83000	75.89501	7.00000	1.45060	204.49091	0.90810	248.40591	183.03094	75.90075	179.14115	77.72349	1.89140	5.66000	-0.80950	1.06588	188.64979	14.00000	63.13358	14.00000	7.00000	3.50000	1.52695	202.69073	1.89140	167.24909	1.48337	204.10796	1.08190	239.54192	1.93864	1.80520	2.07905	165.93087	164.03665	167.73605	187.86614	186.83090	188.88502	-0.88006	-1.01671	-0.74217	68.51953	66.56884	70.51071	58.56191	57.47307	59.60243	13.60751	11.91115	15.53205	0
994	500	1	1.06002	170.83980	182.50000	2.06303	54.12605	76.81935	7.00000	2.09153	197.90283	3.12304	224.96586	182.49110	76.31885	180.31495	72.56677	1.38775	5.66000	1.44185	1.06588	188.61864	14.00000	63.68726	14.00000	7.00000	3.50000	2.12934	198.13807	1.38775	173.43849	1.91731	198.59347	2.82960	221.35380	1.37516	1.25114	1.50510	173.47790	171.71392	175.19303	188.52031	187.45385	189.53100	1.58271	1.44754	1.71310	42.09615	40.37486	43.77601	59.40888	58.39813	60.43492	12.41700	10.85597	14.15343	0
993	500	6	-0.75506	190.80564	182.50000	2.01244	54.02487	76.16166	7.00000	0.25116	217.81808	1.25738	244.83051	182.24764	76.39565	184.00632	72.14691	-0.54296	5.66000	1.60092	1.06588	188.76538	14.00000	62.65196	14.00000	7.00000	3.50000	0.04496	218.62990	-0.54296	194.74071	0.12533	218.28107	1.05795	239.77452	-0.68118	-0.81580	-0.54817	195.26467	193.48870	197.07202	187.76833	186.77193	188.78400	1.70770	1.57688	1.83922	39.06491	37.40452	40.83601	57.85819	56.87776	58.92191	14.39196	12.75604	16.19747	0
993	500	5	-2.12212	205.84328	182.50000	0.97193	51.94385	62.63505	7.00000	-1.63615	231.81520	-1.15019	257.78713	181.68464	62.63634	185.75239	61.14546	-2.03489	5.66000	0.66745	1.06588	188.21575	14.00000	50.85068	14.00000	7.00000	3.50000	-1.68566	233.31977	-2.03489	211.55062	-1.90226	237.22402	-1.36744	254.74737	-2.04786	-2.17600	-1.91582	211.29662	209.48095	213.05530	187.81301	186.82195	188.81607	0.75321	0.63094	0.88422	36.79034	35.17510	38.46656	45.42767	44.46237	46.40422	13.13785	11.64086	14.69951	0
993	500	4	-3.03493	215.88423	182.50000	-2.18942	85.62116	61.53757	7.00000	-4.12964	258.69482	-5.22435	301.50540	181.37499	61.33131	187.62676	65.23604	-3.13446	5.66000	-1.85402	1.06588	187.09346	14.00000	50.50148	14.00000	7.00000	3.50000	-4.12810	258.22801	-3.13446	222.54652	-4.02525	258.07765	-4.98848	294.01840	-3.14387	-3.26966	-3.01880	222.04958	220.21800	223.83005	186.49004	185.47197	187.46807	-2.01016	-2.12532	-1.89556	67.53572	65.74534	69.41783	44.79927	43.80725	45.72982	12.16268	10.86978	13.51116	0
